id,raw_query,sub_query,financial_terms,query_type,correct_agent
PROF_0088,What was ROE for the Consumer Finance segment last fiscal year?,What was ROE for the Consumer Finance segment last fiscal year?,ROE,lookup,profitability_agent
PROF_0089,Give me net income growth rate for the last 6 months.,Give me net income growth rate for the last 6 months.,net income,calculation,profitability_agent
PROF_0090,What is our EBITDA for 2025?,What is our EBITDA for 2025?,EBITDA,lookup,profitability_agent
PROF_0091,Show profit margin trend for Premium Savings Account over the last year.,Show profit margin trend for Premium Savings Account over the last year.,profit margin,lookup,profitability_agent
PROF_0092,What's the return on assets for 2024?,What's the return on assets for 2024?,ROA,lookup,profitability_agent
PROF_0093,Calculate the contribution margin for Product Y.,Calculate the contribution margin for Product Y.,contribution margin,calculation,profitability_agent
PROF_0094,How profitable was the Wealth Management unit in FY2024?,How profitable was the Wealth Management unit in FY2024?,profit margin,calculation,profitability_agent
PROF_0095,What is the pre-tax profit for Q1 2026?,What is the pre-tax profit for Q1 2026?,pre-tax profit,lookup,profitability_agent
PROF_0096,Show me EBIT by segment for 2025.,Show me EBIT by segment for 2025.,EBIT,lookup,profitability_agent
PROF_0097,What's the year-over-year net income growth?,What's the year-over-year net income growth?,net income,calculation,profitability_agent
PROF_0098,Calculate operating margin for the Consumer Finance segment.,Calculate operating margin for the Consumer Finance segment.,operating margin,calculation,profitability_agent
PROF_0099,What is our total profitability across all divisions for last quarter?,What is our total profitability across all divisions for last quarter?,profit,lookup,profitability_agent
PROF_0100,Give me a comparison of net interest margin and net profit margin for the last 2 months.,Give me a comparison of net interest margin and net profit margin for the last 2 months.,net interest margin;net profit margin,calculation,profitability_agent
LIQ_0051,What is our loan-to-deposit ratio for last quarter?,What is our loan-to-deposit ratio for last quarter?,loan-to-deposit ratio,calculation,liquidity_agent
LIQ_0052,Show me the liquidity coverage ratio (LCR) this quarter.,Show me the liquidity coverage ratio (LCR) this quarter.,LCR,lookup,liquidity_agent
LIQ_0053,What's the net stable funding ratio for the Corporate Banking division?,What's the net stable funding ratio for the Corporate Banking division?,NSFR,lookup,liquidity_agent
LIQ_0054,How much deposit outflow did we see in Q2 2026?,How much deposit outflow did we see in Q2 2026?,deposit outflow,lookup,liquidity_agent
LIQ_0055,What is our reserve requirement compliance status?,What is our reserve requirement compliance status?,reserve requirement,lookup,liquidity_agent
LIQ_0056,Show interbank lending exposure for Q2 2026.,Show interbank lending exposure for Q2 2026.,interbank lending,lookup,liquidity_agent
LIQ_0057,What's the overnight liquidity position today?,What's the overnight liquidity position today?,overnight liquidity,lookup,liquidity_agent
LIQ_0058,Calculate the funding gap for the Consumer Finance segment.,Calculate the funding gap for the Consumer Finance segment.,funding gap,calculation,liquidity_agent
LIQ_0059,What is our deposit base growth for last year?,What is our deposit base growth for last year?,deposit base,calculation,liquidity_agent
LIQ_0060,Show liquid asset ratio trend for the last year.,Show liquid asset ratio trend for the last year.,liquid asset ratio,lookup,liquidity_agent
LIQ_0061,What's the level of cash equivalents on our balance sheet?,What's the level of cash equivalents on our balance sheet?,cash equivalents,lookup,liquidity_agent
LIQ_0062,"Do we have a contingency funding plan, and what's our current buffer?","Do we have a contingency funding plan, and what's our current buffer?",contingency funding plan,lookup,liquidity_agent
LIQ_0063,What is the LCR for 2025 compared to the regulatory minimum?,What is the LCR for 2025 compared to the regulatory minimum?,LCR,calculation,liquidity_agent
LIQ_0064,Show me the NSFR trend over the last 4 quarters.,Show me the NSFR trend over the last 4 quarters.,NSFR,lookup,liquidity_agent
LIQ_0065,What's our short-term borrowing level for Q2 2026?,What's our short-term borrowing level for Q2 2026?,short-term borrowing,lookup,liquidity_agent
LIQ_0066,Calculate the loan-to-deposit ratio for the Corporate Banking division.,Calculate the loan-to-deposit ratio for the Corporate Banking division.,loan-to-deposit ratio,calculation,liquidity_agent
LIQ_0067,What is the current liquidity buffer against deposit outflows?,What is the current liquidity buffer against deposit outflows?,liquidity buffer;deposit outflow,calculation,liquidity_agent
LIQ_0068,"Show me the reserve requirement shortfall, if any, for 2024.","Show me the reserve requirement shortfall, if any, for 2024.",reserve requirement,lookup,liquidity_agent
LIQ_0069,What's our net funding position for Q3 2025?,What's our net funding position for Q3 2025?,funding gap,lookup,liquidity_agent
LIQ_0070,Calculate the cash flow coverage ratio for 2025.,Calculate the cash flow coverage ratio for 2025.,cash flow coverage ratio,calculation,liquidity_agent
LIQ_0071,What is the current ratio for the Consumer Finance segment?,What is the current ratio for the Consumer Finance segment?,current ratio,lookup,liquidity_agent
LIQ_0072,Show me the quick ratio trend for the past year.,Show me the quick ratio trend for the past year.,quick ratio,lookup,liquidity_agent
LIQ_0073,What was operating cash flow for Q4 2025?,What was operating cash flow for Q4 2025?,operating cash flow,lookup,liquidity_agent
LIQ_0074,Calculate free cash flow for Product Y.,Calculate free cash flow for Product Y.,free cash flow,calculation,liquidity_agent
LIQ_0075,What is our cash on hand for Q4 2025?,What is our cash on hand for Q4 2025?,cash on hand,lookup,liquidity_agent
LIQ_0076,What's the acid-test ratio for the Corporate Banking division?,What's the acid-test ratio for the Corporate Banking division?,acid-test ratio,calculation,liquidity_agent
LIQ_0077,How much cash reserve does the Wealth Management unit maintain?,How much cash reserve does the Wealth Management unit maintain?,cash reserves,lookup,liquidity_agent
LIQ_0078,What is our net cash flow for Q1 2026?,What is our net cash flow for Q1 2026?,cash flow,lookup,liquidity_agent
LIQ_0079,Show me working capital by division for Q1 2025.,Show me working capital by division for Q1 2025.,working capital,lookup,liquidity_agent
LIQ_0080,Calculate operating cash flow margin for Q3 2025.,Calculate operating cash flow margin for Q3 2025.,operating cash flow,calculation,liquidity_agent
LIQ_0081,What is the cash conversion cycle for Insurance Plan Alpha?,What is the cash conversion cycle for Insurance Plan Alpha?,cash conversion cycle,calculation,liquidity_agent
LIQ_0082,Show free cash flow for the the branch network in Q2 2026.,Show free cash flow for the the branch network in Q2 2026.,free cash flow,lookup,liquidity_agent
LIQ_0083,How has working capital changed since last year?,How has working capital changed since last year?,working capital,calculation,liquidity_agent
LIQ_0084,What is the cash flow from operations for FY2024?,What is the cash flow from operations for FY2024?,cash flow from operations,lookup,liquidity_agent
LIQ_0085,Calculate the quick ratio for 2025.,Calculate the quick ratio for 2025.,quick ratio,calculation,liquidity_agent
LIQ_0086,What's the net working capital for FY2025?,What's the net working capital for FY2025?,working capital,calculation,liquidity_agent
LIQ_0087,What was the free cash flow yield for Q1 2025?,What was the free cash flow yield for Q1 2025?,free cash flow,calculation,liquidity_agent
LIQ_0088,Give me the liquidity coverage ratio for the Wealth Management unit.,Give me the liquidity coverage ratio for the Wealth Management unit.,liquidity coverage ratio,lookup,liquidity_agent
LIQ_0089,How much cash inflow did we see in FY2024?,How much cash inflow did we see in FY2024?,cash flow,lookup,liquidity_agent
LIQ_0090,Calculate working capital ratio for Product Y.,Calculate working capital ratio for Product Y.,working capital ratio,calculation,liquidity_agent
LIQ_0091,Calculate the cash flow to debt ratio for the trailing 12 months.,Calculate the cash flow to debt ratio for the trailing 12 months.,cash flow to debt ratio,calculation,liquidity_agent
LIQ_0092,What's the deposit-to-loan coverage for FY2024?,What's the deposit-to-loan coverage for FY2024?,loan-to-deposit ratio,lookup,liquidity_agent
LIQ_0093,Show me our liquid asset buffer as a percentage of total assets.,Show me our liquid asset buffer as a percentage of total assets.,liquid asset ratio,calculation,liquidity_agent
PROD_0051,What is the overdraft policy for the Overdraft Facility?,What is the overdraft policy for the Overdraft Facility?,product policy,lookup,product_agent
PROD_0052,Update the cancellation policy for Business Current Account.,Update the cancellation policy for Business Current Account.,product policy,crud_action,product_agent
PROD_0053,What's the refund policy on Student Savings Account?,What's the refund policy on Student Savings Account?,product policy,lookup,product_agent
PROD_0054,Can you update the fee waiver policy for Product Y?,Can you update the fee waiver policy for Product Y?,product policy,crud_action,product_agent
PROD_0055,What are the terms and conditions attached to Overdraft Facility?,What are the terms and conditions attached to Overdraft Facility?,product,lookup,product_agent
PROD_0056,Change the grace period policy for Basic Checking Account.,Change the grace period policy for Basic Checking Account.,product policy,crud_action,product_agent
PROD_0057,What is the withdrawal policy for Product Y?,What is the withdrawal policy for Product Y?,product policy,lookup,product_agent
PROD_0058,Update the KYC document requirements for opening Fixed Deposit Plan.,Update the KYC document requirements for opening Fixed Deposit Plan.,product,crud_action,product_agent
PROD_0059,What's our early closure policy for Gold Credit Card?,What's our early closure policy for Gold Credit Card?,product policy,lookup,product_agent
PROD_0060,Modify the penalty policy for late payments on Insurance Plan Beta.,Modify the penalty policy for late payments on Insurance Plan Beta.,product policy,crud_action,product_agent
PROD_0061,What is the renewal policy for Insurance Plan Beta?,What is the renewal policy for Insurance Plan Beta?,product policy,lookup,product_agent
PROD_0062,Update the eligibility policy for Mutual Fund Series 1.,Update the eligibility policy for Mutual Fund Series 1.,product policy,crud_action,product_agent
PROD_0063,What's the minimum balance policy for Insurance Plan Alpha?,What's the minimum balance policy for Insurance Plan Alpha?,product policy,lookup,product_agent
PROD_0064,Change the interest rate policy applied to Premium Savings Account.,Change the interest rate policy applied to Premium Savings Account.,product policy;product pricing,crud_action,product_agent
PROD_0065,What is the lock-in period policy for Insurance Plan Alpha?,What is the lock-in period policy for Insurance Plan Alpha?,product policy,lookup,product_agent
PROD_0066,Create a new product called Product X.,Create a new product called Product X.,product creation,crud_action,product_agent
PROD_0067,Update the pricing for Business Current Account to reflect the new rate.,Update the pricing for Business Current Account to reflect the new rate.,product pricing,crud_action,product_agent
PROD_0068,Delete the Premium Savings Account from our product catalog.,Delete the Premium Savings Account from our product catalog.,product,crud_action,product_agent
PROD_0069,Add a new SKU for Overdraft Facility.,Add a new SKU for Overdraft Facility.,SKU,crud_action,product_agent
PROD_0070,Show me the product details for Personal Loan Plan A.,Show me the product details for Personal Loan Plan A.,product,lookup,product_agent
PROD_0071,What products are currently offered under the bank-wide?,What products are currently offered under the bank-wide?,product catalog,lookup,product_agent
PROD_0072,Deactivate the Student Savings Account product listing.,Deactivate the Student Savings Account product listing.,product listing,crud_action,product_agent
PROD_0073,Create a new pricing tier for Business Current Account.,Create a new pricing tier for Business Current Account.,product pricing,crud_action,product_agent
PROD_0074,What's the unit cost for Insurance Plan Alpha?,What's the unit cost for Insurance Plan Alpha?,product cost,lookup,product_agent
PROD_0075,Show me all products launched in Q1 2025.,Show me all products launched in Q1 2025.,product catalog,lookup,product_agent
PROD_0076,Remove Gold Credit Card from the active offerings.,Remove Gold Credit Card from the active offerings.,product,crud_action,product_agent
PROD_0077,What is the minimum balance requirement for Insurance Plan Beta?,What is the minimum balance requirement for Insurance Plan Beta?,product,lookup,product_agent
PROD_0078,Set up a new product bundle including Insurance Plan Alpha.,Set up a new product bundle including Insurance Plan Alpha.,product creation,crud_action,product_agent
PROD_0079,Edit the description for Mutual Fund Series 1.,Edit the description for Mutual Fund Series 1.,product,crud_action,product_agent
PROD_0080,How many products are currently listed under the the branch network?,How many products are currently listed under the the branch network?,product catalog,lookup,product_agent
PROD_0081,Create a new variant of Student Savings Account.,Create a new variant of Student Savings Account.,product creation,crud_action,product_agent
PROD_0082,What features does Platinum Credit Card include?,What features does Platinum Credit Card include?,product,lookup,product_agent
PROD_0083,Update the fee structure for Premium Savings Account.,Update the fee structure for Premium Savings Account.,product pricing,crud_action,product_agent
PROD_0084,What's the current inventory status for Insurance Plan Alpha?,What's the current inventory status for Insurance Plan Alpha?,inventory,lookup,product_agent
PROD_0085,Discontinue Overdraft Facility effective next quarter.,Discontinue Overdraft Facility effective next quarter.,product,crud_action,product_agent
PROD_0086,Show me the pricing history for Home Loan Plan B.,Show me the pricing history for Home Loan Plan B.,product pricing,lookup,product_agent
PROD_0087,Create a promotional pricing plan for Fixed Deposit Plan.,Create a promotional pricing plan for Fixed Deposit Plan.,product pricing,crud_action,product_agent
PROD_0088,What is the product code for Insurance Plan Alpha?,What is the product code for Insurance Plan Alpha?,SKU,lookup,product_agent
PROD_0089,Clone the Insurance Plan Alpha product setup for a new region.,Clone the Insurance Plan Alpha product setup for a new region.,product creation,crud_action,product_agent
PROD_0090,Adjust the tenure options available for Student Savings Account.,Adjust the tenure options available for Student Savings Account.,product,crud_action,product_agent
PROD_0091,What is the joint-holder policy for Business Current Account?,What is the joint-holder policy for Business Current Account?,product policy,lookup,product_agent
PROD_0092,Update the auto-renewal policy for Product X.,Update the auto-renewal policy for Product X.,product policy,crud_action,product_agent
PROD_0093,What's the nomination policy for Product Y?,What's the nomination policy for Product Y?,product policy,lookup,product_agent
PROD_0094,Change the documentation requirement policy for opening Mutual Fund Series 1.,Change the documentation requirement policy for opening Mutual Fund Series 1.,product policy,crud_action,product_agent
PROD_0095,What is the closure penalty policy for Basic Checking Account?,What is the closure penalty policy for Basic Checking Account?,product policy,lookup,product_agent
PROD_0096,Update the transfer policy between Overdraft Facility and other accounts.,Update the transfer policy between Overdraft Facility and other accounts.,product policy,crud_action,product_agent
PROD_0097,What's the dormancy policy applied to Fixed Deposit Plan?,What's the dormancy policy applied to Fixed Deposit Plan?,product policy,lookup,product_agent
KNOW_0050,What policies are banks required to have in place for customer service?,What policies are banks required to have in place for customer service?,,general,knowledge_agent
KNOW_0051,What are the general compliance requirements for banks under KYC regulations?,What are the general compliance requirements for banks under KYC regulations?,KYC,definition,knowledge_agent
KNOW_0052,Can you explain what a bank's customer service policy typically includes?,Can you explain what a bank's customer service policy typically includes?,,definition,knowledge_agent
KNOW_0053,"What is net interest margin, in simple terms?","What is net interest margin, in simple terms?",net interest margin,definition,knowledge_agent
KNOW_0054,What does LCR stand for?,What does LCR stand for?,LCR,definition,knowledge_agent
KNOW_0055,Can you explain what AML compliance means?,Can you explain what AML compliance means?,AML,definition,knowledge_agent
KNOW_0056,What are the standard regulatory policies banks must follow?,What are the standard regulatory policies banks must follow?,,general,knowledge_agent
KNOW_0057,What is a KYC policy in general?,What is a KYC policy in general?,KYC,definition,knowledge_agent
KNOW_0058,How do banks typically handle customer complaints as per policy?,How do banks typically handle customer complaints as per policy?,,general,knowledge_agent
KNOW_0059,What's the general concept behind liquidity coverage ratio?,What's the general concept behind liquidity coverage ratio?,liquidity coverage ratio,definition,knowledge_agent
KNOW_0060,Can you explain data privacy regulations for banks?,Can you explain data privacy regulations for banks?,,definition,knowledge_agent
KNOW_0061,What is meant by regulatory capital?,What is meant by regulatory capital?,regulatory capital,definition,knowledge_agent
KNOW_0062,Explain what Basel III is in simple terms.,Explain what Basel III is in simple terms.,Basel III,definition,knowledge_agent
KNOW_0063,What's the general definition of a loan-to-deposit ratio?,What's the general definition of a loan-to-deposit ratio?,loan-to-deposit ratio,definition,knowledge_agent
KNOW_0064,What consumer protection policies apply to banks in general?,What consumer protection policies apply to banks in general?,,general,knowledge_agent
KNOW_0065,Can you explain what fair lending practices are?,Can you explain what fair lending practices are?,,definition,knowledge_agent
KNOW_0066,What is the general grievance redressal policy banks must follow?,What is the general grievance redressal policy banks must follow?,,general,knowledge_agent
KNOW_0067,What does NIM mean?,What does NIM mean?,NIM,definition,knowledge_agent
KNOW_0068,"What is a reserve requirement, generally speaking?","What is a reserve requirement, generally speaking?",reserve requirement,definition,knowledge_agent
KNOW_0069,Can you explain what NSFR means in banking?,Can you explain what NSFR means in banking?,NSFR,definition,knowledge_agent
KNOW_0070,What are anti-money-laundering policies in general?,What are anti-money-laundering policies in general?,AML,definition,knowledge_agent
KNOW_0071,What is the difference between compliance and regulation?,What is the difference between compliance and regulation?,,definition,knowledge_agent
KNOW_0072,"Hi, good afternoon.","Hi, good afternoon.",,general,knowledge_agent
KNOW_0073,"Hey, what's up?","Hey, what's up?",,general,knowledge_agent
KNOW_0074,Can you help me understand banking terminology?,Can you help me understand banking terminology?,,general,knowledge_agent
KNOW_0075,What's a typical data retention policy for financial institutions?,What's a typical data retention policy for financial institutions?,,definition,knowledge_agent
KNOW_0076,What is meant by 'know your customer'?,What is meant by 'know your customer'?,KYC,definition,knowledge_agent
KNOW_0077,Can you explain what a cooling-off period generally means in finance?,Can you explain what a cooling-off period generally means in finance?,,definition,knowledge_agent
KNOW_0078,What is a fiduciary duty?,What is a fiduciary duty?,fiduciary duty,definition,knowledge_agent
KNOW_0079,What general standards govern customer data protection in banking?,What general standards govern customer data protection in banking?,,definition,knowledge_agent
KNOW_0080,"Thanks a lot, that helps!","Thanks a lot, that helps!",,general,knowledge_agent
KNOW_0081,What is the purpose of a central bank?,What is the purpose of a central bank?,,definition,knowledge_agent
KNOW_0082,Can you explain what monetary policy means?,Can you explain what monetary policy means?,monetary policy,definition,knowledge_agent
KNOW_0083,What's the difference between fiscal policy and monetary policy?,What's the difference between fiscal policy and monetary policy?,fiscal policy;monetary policy,definition,knowledge_agent
KNOW_0084,"What is a credit rating, generally?","What is a credit rating, generally?",credit rating,definition,knowledge_agent
KNOW_0085,Good evening.,Good evening.,,general,knowledge_agent
KNOW_0086,What is meant by systemic risk in banking?,What is meant by systemic risk in banking?,systemic risk,definition,knowledge_agent
KNOW_0087,Can you explain deposit insurance in general terms?,Can you explain deposit insurance in general terms?,deposit insurance,definition,knowledge_agent
KNOW_0088,What is the role of a regulator in the banking sector?,What is the role of a regulator in the banking sector?,,definition,knowledge_agent
KNOW_0089,What's a general overview of anti-fraud policies in banking?,What's a general overview of anti-fraud policies in banking?,,general,knowledge_agent
KNOW_0090,How are you today?,How are you today?,,general,knowledge_agent
KNOW_0091,What do banks generally mean by 'risk appetite'?,What do banks generally mean by 'risk appetite'?,risk appetite,definition,knowledge_agent
KNOW_0092,Can you explain what stress testing means for banks?,Can you explain what stress testing means for banks?,stress testing,definition,knowledge_agent
KNOW_0093,"What is meant by capital adequacy ratio, broadly speaking?","What is meant by capital adequacy ratio, broadly speaking?",capital adequacy ratio,definition,knowledge_agent
KNOW_0094,What's the general policy around whistleblower protection in finance?,What's the general policy around whistleblower protection in finance?,,general,knowledge_agent
KNOW_0095,"Can you explain what a cooling period is for loan cancellations, generally?","Can you explain what a cooling period is for loan cancellations, generally?",,definition,knowledge_agent
KNOW_0096,What is meant by 'too big to fail'?,What is meant by 'too big to fail'?,,definition,knowledge_agent
KNOW_0097,Nice chatting with you.,Nice chatting with you.,,general,knowledge_agent
KNOW_0098,What is financial inclusion?,What is financial inclusion?,financial inclusion,definition,knowledge_agent
KNOW_0099,Can you explain what open banking means?,Can you explain what open banking means?,open banking,definition,knowledge_agent
LIQ_0094,What's our liquidity coverage ratio versus the regulatory floor for Q3 2025?,What's our liquidity coverage ratio versus the regulatory floor for Q3 2025?,liquidity coverage ratio,calculation,liquidity_agent
LIQ_0095,How much overnight funding did we draw down last week?,How much overnight funding did we draw down last week?,overnight liquidity,lookup,liquidity_agent
LIQ_0096,What is the projected deposit outflow under a stress scenario?,What is the projected deposit outflow under a stress scenario?,deposit outflow,calculation,liquidity_agent
LIQ_0097,Show me the loan-to-deposit ratio trend across branches.,Show me the loan-to-deposit ratio trend across branches.,loan-to-deposit ratio,lookup,liquidity_agent
LIQ_0098,What's the current stock of high-quality liquid assets?,What's the current stock of high-quality liquid assets?,liquid asset ratio,lookup,liquidity_agent
LIQ_0099,Calculate the net stable funding ratio for the SME Lending unit.,Calculate the net stable funding ratio for the SME Lending unit.,NSFR,calculation,liquidity_agent
LIQ_0100,What is our contingency funding capacity right now?,What is our contingency funding capacity right now?,contingency funding plan,lookup,liquidity_agent
PROD_0098,What's the joint account opening policy for the Business Current Account?,What's the joint account opening policy for the Business Current Account?,product policy,lookup,product_agent
PROD_0099,Update the standing instruction policy for the Overdraft Facility.,Update the standing instruction policy for the Overdraft Facility.,product policy,crud_action,product_agent
PROD_0100,Create a limited-time pricing offer for the Student Savings Account.,Create a limited-time pricing offer for the Student Savings Account.,product pricing,crud_action,product_agent
KNOW_0100,What is meant by responsible lending in the banking industry?,What is meant by responsible lending in the banking industry?,responsible lending,definition,knowledge_agent
